MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromAreaMemberType;ToAreaMemberType
Physical Energy & Power Flows;2024;11;209;209;209;IT;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;322;322;322;IT;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;2763;2763;2763;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;3582;3582;3582;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;3288;3288;3288;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;11;11;11;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;2107;2107;2107;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;2172;2172;2172;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;3805;3805;3805;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;2637;2637;2637;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;3250;3250;3250;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;2201;2201;2201;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;3306;3306;3306;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;2251;2251;2251;IT;CH;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;3061;3061;3061;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;3017;3017;3017;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1400;1400;1400;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;2002;2002;2002;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;2041;2041;2041;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;2452;2452;2452;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;3022;3022;3022;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;2034;2034;2034;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;1740;1740;1740;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;1663;1663;1663;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;2671;2671;2671;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;2280;2280;2280;IT;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;410;410;410;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;508;508;508;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;508;508;508;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;134;134;134;IT;GR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;507;507;507;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;0;0;0;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;393;393;393;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;2;2;2;IT;GR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;461;461;461;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;507;507;507;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;509;509;509;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;458;458;458;IT;GR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;188;188;188;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;594;594;594;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;302;302;302;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;96;96;96;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;69;69;69;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;602;602;602;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;424;424;424;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;187;187;187;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;1;1;1;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;603;603;603;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;226;226;226;IT;ME;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;368;368;368;IT;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;41;41;41;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;2;74;74;74;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;3;55;55;55;IT;MT;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;4;55;55;55;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;5;107;107;107;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;6;118;118;118;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;7;217;217;217;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;8;190;190;190;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;9;98;98;98;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;10;132;132;132;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;11;109;109;109;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;12;64;64;64;IT;MT;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;1;950;950;950;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;1001;1001;1001;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;914;914;914;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;748;748;748;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;753;753;753;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;224;224;224;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;41;41;41;IT;SI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;487;487;487;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;746;746;746;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;875;875;875;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;827;827;827;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;867;867;867;IT;SI;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;275;275;275;LT;BY;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;2;88;88;88;LT;BY;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;3;216;216;216;LT;BY;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;4;68;68;68;LT;BY;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;5;176;176;176;LT;BY;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;6;224;224;224;LT;BY;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;7;183;183;183;LT;BY;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;8;94;94;94;LT;BY;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;9;41;41;41;LT;BY;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;10;17;17;17;LT;BY;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;11;85;85;85;LT;BY;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;12;9;9;9;LT;BY;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;1;123;123;123;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;42;42;42;LT;LV;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;274;274;274;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;271;271;271;LT;LV;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;41;41;41;LT;LV;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;786;786;786;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;183;183;183;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;98;98;98;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;57;57;57;LT;LV;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;151;151;151;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;334;334;334;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;155;155;155;LT;LV;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;338;338;338;LT;PL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;338;338;338;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;492;492;492;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;1;1;1;LT;PL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;492;492;492;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;486;486;486;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;490;490;490;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;418;418;418;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;509;509;509;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;508;508;508;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;0;0;0;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;507;507;507;LT;PL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;0;0;0;LT;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;2;17;17;17;LT;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;3;6;6;6;LT;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;4;11;11;11;LT;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;5;2;2;2;LT;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;6;1;1;1;LT;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;7;2;2;2;LT;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;8;4;4;4;LT;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;9;11;11;11;LT;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;10;4;4;4;LT;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;11;80;80;80;LT;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;12;14;14;14;LT;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;1;717;717;717;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;732;732;732;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;713;713;713;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;423;423;423;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;518;518;518;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;691;691;691;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;733;733;733;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;733;733;733;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;680;680;680;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;604;604;604;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;461;461;461;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;734;734;734;LT;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;59;59;59;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;68;68;68;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;141;141;141;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;73;73;73;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;121;121;121;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;173;173;173;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;164;164;164;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;115;115;115;LU;BE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;121;121;121;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;148;148;148;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;120;120;120;LU;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;45;45;45;LU;BE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;614;614;614;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;504;504;504;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;311;311;311;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;435;435;435;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;453;453;453;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;353;353;353;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;255;255;255;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;496;496;496;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;171;171;171;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;367;367;367;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;302;302;302;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;517;517;517;LU;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;264;264;264;LV;EE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;293;293;293;LV;EE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;283;283;283;LV;EE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;29;29;29;LV;EE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;383;383;383;LV;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;39;39;39;LV;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;205;205;205;LV;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;314;314;314;LV;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;344;344;344;LV;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;352;352;352;LV;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;16;16;16;LV;EE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;72;72;72;LV;EE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;123;123;123;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;42;42;42;LV;LT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;274;274;274;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;271;271;271;LV;LT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;41;41;41;LV;LT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;786;786;786;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;183;183;183;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;98;98;98;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;57;57;57;LV;LT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;151;151;151;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;334;334;334;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;155;155;155;LV;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;17;17;17;LV;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;2;34;34;34;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;3;134;134;134;LV;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;4;30;30;30;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;5;134;134;134;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;6;0;0;0;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;7;52;52;52;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;8;38;38;38;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;9;67;67;67;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;10;10;10;10;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;11;55;55;55;LV;RU;Value on 3rd Wed. at 11;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2024;12;49;49;49;LV;RU;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2024;1;498;498;498;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;110;110;110;MD;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;818;818;818;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;401;401;401;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;261;261;261;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;380;380;380;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;377;377;377;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;213;213;213;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;270;270;270;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;182;182;182;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;331;331;331;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;529;529;529;MD;RO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;397;397;397;MD;UA;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;190;190;190;MD;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;833;833;833;MD;UA;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;491;491;491;MD;UA;Value on 3rd Wed. at 11;Export;Harmonized;M;M
